comment_id,coder,human_label,order_index,in_overlap
2699334940,coder1,0,0,1
3022909076,coder1,0,1,1
2801975111,coder1,0,2,1
2942382499,coder1,1,3,1
3131654732,coder1,0,4,1
2128577751,coder1,0,5,1
3160932333,coder1,0,6,1
3196112911,coder1,0,7,1
3134136665,coder1,0,8,1
2765771643,coder1,0,9,1
2590840830,coder1,0,10,1
2703617788,coder1,0,11,1
3172775885,coder1,0,12,1
3198240518,coder1,0,13,1
3042347692,coder1,1,14,1
3067695101,coder1,0,15,1
3016277401,coder1,0,16,1
3015827810,coder1,0,17,1
3226441877,coder1,0,18,1
3183027227,coder1,0,19,1
2773964481,coder1,0,20,1
2763260866,coder1,0,21,1
3094659312,coder1,0,22,1
3012638156,coder1,0,23,1
2623143488,coder1,0,24,1
2138128266,coder1,0,25,1
2942587938,coder1,0,26,1
3071024961,coder1,0,27,1
3118609689,coder1,0,28,1
3042178279,coder1,0,29,1
3049051113,coder1,0,30,1
2836508709,coder1,0,31,1
3249484179,coder1,0,32,1
3254916344,coder1,0,33,1
3245068480,coder1,0,34,1
3179865924,coder1,0,35,1
2103119125,coder1,0,36,1
2912451155,coder1,0,37,1
3261684960,coder1,0,38,1
2938916743,coder1,0,39,1
3166186502,coder1,0,40,1
2917968282,coder1,0,41,1
3274285802,coder1,0,42,1
2965816024,coder1,0,43,1
3144101754,coder1,0,44,1
3238429047,coder1,0,45,1
3010187431,coder1,0,46,1
3167450477,coder1,0,47,1
3007594512,coder1,0,48,1
3273276057,coder1,0,49,1
3247180969,coder1,0,50,1
2941730322,coder1,0,51,1
3120335173,coder1,0,52,1
2134629654,coder1,0,53,1
3122045756,coder1,0,54,1
3043645989,coder1,0,55,1
2959767873,coder1,0,56,1
2962061671,coder1,0,57,1
2629341805,coder1,0,58,1
2175699667,coder1,0,59,1
2845412184,coder1,0,60,1
3102049332,coder1,0,61,1
2180838055,coder1,0,62,1
3022237701,coder1,0,63,1
2194214786,coder1,0,64,1
3023344270,coder1,0,65,1
3151408782,coder1,0,66,1
3130925224,coder1,1,67,1
3112095151,coder1,0,68,1
2167537572,coder1,0,69,1
2154035484,coder1,0,70,1
3032474917,coder1,1,71,1
3078298896,coder1,0,72,1
3039267033,coder1,1,73,1
2905811550,coder1,0,74,1
2961427761,coder1,1,75,1
3235449791,coder1,0,76,1
3275527556,coder1,0,77,1
2804518743,coder1,0,78,1
2926882031,coder1,0,79,1
3238603848,coder1,0,80,1
2837159657,coder1,0,81,1
3172846336,coder1,0,82,1
3163863050,coder1,0,83,1
3168932277,coder1,0,84,1
3177654490,coder1,0,85,1
2932430862,coder1,0,86,1
3136489345,coder1,1,87,1
3245435326,coder1,0,88,1
2952003676,coder1,0,89,1
2972138069,coder1,0,90,1
2951977419,coder1,0,91,1
3145670941,coder1,0,92,1
3215014360,coder1,0,93,1
2899665595,coder1,0,94,1
2855550282,coder1,0,95,1
3138102803,coder1,0,96,1
3089294887,coder1,0,97,1
3108485860,coder1,0,98,1
2761977984,coder1,0,99,1
3078829099,coder1,0,100,1
3074893038,coder1,0,101,1
3121531407,coder1,0,102,1
2951345490,coder1,0,103,1
3074361783,coder1,0,104,1
2866645170,coder1,0,105,1
3259744467,coder1,0,106,1
3104098046,coder1,0,107,0
2868080487,coder1,0,108,0
3127180791,coder1,0,109,0
2916209226,coder1,0,110,0
3148689320,coder1,0,111,0
3262417340,coder1,0,112,0
3241371550,coder1,0,113,0
2855360043,coder1,0,114,0
3167638325,coder1,0,115,0
2977719308,coder1,0,116,0
3155192151,coder1,0,117,0
2169215242,coder1,0,118,0
2578909145,coder1,0,119,0
2204481575,coder1,0,120,0
2893301750,coder1,0,121,0
2165274224,coder1,0,122,0
2139164958,coder1,0,123,0
2907769651,coder1,0,124,0
3213367725,coder1,0,125,0
3072476077,coder1,0,126,0
3086723892,coder1,0,127,0
3075368863,coder1,0,128,0
3190247691,coder1,0,129,0
3206216966,coder1,0,130,0
2970925889,coder1,1,131,0
3165306305,coder1,0,132,0
2968291624,coder1,0,133,0
3087570153,coder1,0,134,0
2975742972,coder1,0,135,0
3239301332,coder1,0,136,0
3199892406,coder1,0,137,0
3259226951,coder1,0,138,0
3238680111,coder1,0,139,0
2890762482,coder1,0,140,0
2169838027,coder1,0,141,0
3025499939,coder1,0,142,0
3141190976,coder1,0,143,0
2992614871,coder1,0,144,0
3136929075,coder1,0,145,0
3173252523,coder1,0,146,0
2160506072,coder1,0,147,0
3083343932,coder1,0,148,0
3189246905,coder1,0,149,0
3023892332,coder1,1,150,0
2959659217,coder1,0,151,0
3151753599,coder1,0,152,0
2108826407,coder1,0,153,0
3222050638,coder1,0,154,0
2213883012,coder1,0,155,0
3131081177,coder1,0,156,0
3030815041,coder1,0,157,0
2142147087,coder1,0,158,0
3207762911,coder1,0,159,0
3051041723,coder1,1,160,0
2203221617,coder1,0,161,0
3192291444,coder1,0,162,0
3258420806,coder1,0,163,0
3199904124,coder1,0,164,0
3060799293,coder1,0,165,0
2975497383,coder1,0,166,0
2211102998,coder1,0,167,0
2178408852,coder1,0,168,0
2629442323,coder1,0,169,0
3256705149,coder1,0,170,0
3074605709,coder1,0,171,0
3071139121,coder1,0,172,0
2785127608,coder1,0,173,0
3103403443,coder1,0,174,0
3215868710,coder1,0,175,0
2914386235,coder1,0,176,0
3112124360,coder1,0,177,0
3033039693,coder1,0,178,0
3069723662,coder1,0,179,0
2116969125,coder1,0,180,0
2145538978,coder1,1,181,0
3079375456,coder1,0,182,0
3071392890,coder1,0,183,0
3083442664,coder1,0,184,0
3196863235,coder1,0,185,0
3216517202,coder1,0,186,0
3145239520,coder1,0,187,0
3176629139,coder1,0,188,0
3067246434,coder1,0,189,0
3232669455,coder1,0,190,0
3034985868,coder1,0,191,0
3000670816,coder1,1,192,0
2868079729,coder1,0,193,0
2961503456,coder1,1,194,0
2850785116,coder1,0,195,0
3089818158,coder1,0,196,0
3272357316,coder1,0,197,0
3154327250,coder1,0,198,0
3163837639,coder1,0,199,0
2699355092,coder1,0,200,0
2998668678,coder1,0,201,0
2571253778,coder1,0,202,0
3073293163,coder1,0,203,0
3191875426,coder1,0,204,0
3172721573,coder1,0,205,0
3209723205,coder1,0,206,0
3079241115,coder1,0,207,0
2797995904,coder1,0,208,0
2942016000,coder1,0,209,0
3115287271,coder1,0,210,0
3006381358,coder1,1,211,0
2937786944,coder1,0,212,0
3202328272,coder1,0,213,0
2200796466,coder1,0,214,0
2981668054,coder1,0,215,0
3217778645,coder1,0,216,0
2982086607,coder1,0,217,0
3161662581,coder1,0,218,0
3012382508,coder1,0,219,0
3269845148,coder1,0,220,0
2994268591,coder1,0,221,0
3277367174,coder1,0,222,0
3118704055,coder1,1,223,0
3188386545,coder1,0,224,0
3004184100,coder1,0,225,0
3124399078,coder1,0,226,0
3070438403,coder1,0,227,0
2202764839,coder1,0,228,0
2905878217,coder1,0,229,0
3146216071,coder1,0,230,0
2143654707,coder1,0,231,0
2778923506,coder1,0,232,0
2972343163,coder1,0,233,0
3047718524,coder1,0,234,0
3058012410,coder1,0,235,0
2963784149,coder1,0,236,0
3193254325,coder1,0,237,0
3168436876,coder1,0,238,0
3184677944,coder1,0,239,0
2165990554,coder1,0,240,0
3194483657,coder1,0,241,0
3081978815,coder1,0,242,0
3146215969,coder1,0,243,0
2902414067,coder1,0,244,0
2977561890,coder1,0,245,0
3007834112,coder1,0,246,0
3032377045,coder1,0,247,0
2895502091,coder1,0,248,0
3245369952,coder1,0,249,0
3147098599,coder1,0,250,0
3186400170,coder1,0,251,0
3231935491,coder1,0,252,0
2703637907,coder1,0,253,0
3019999747,coder1,0,254,0
2153278486,coder1,1,255,0
3219404295,coder1,0,256,0
3143303411,coder1,0,257,0
3035021065,coder1,0,258,0
3010053302,coder1,0,259,0
2908973350,coder1,0,260,0
3122073119,coder1,1,261,0
3082311072,coder1,0,262,0
3212983432,coder1,0,263,0
2918045629,coder1,1,264,0
3199000271,coder1,0,265,0
3181479231,coder1,0,266,0
2180673769,coder1,1,267,0
3104823637,coder1,0,268,0
3263137306,coder1,0,269,0
3027911928,coder1,0,270,0
3082751315,coder1,1,271,0
3193344239,coder1,0,272,0
3250455355,coder1,0,273,0
2984591304,coder1,0,274,0
2981947537,coder1,0,275,0
2116506102,coder1,1,276,0
3145371522,coder1,0,277,0
2167045091,coder1,0,278,0
2952650167,coder1,0,279,0
3212389407,coder1,0,280,0
2955183387,coder1,0,281,0
3157968978,coder1,0,282,0
3245442057,coder1,0,283,0
3137614567,coder1,0,284,0
3238012390,coder1,0,285,0
3125876812,coder1,1,286,0
3200188732,coder1,0,287,0
3253517210,coder1,0,288,0
2937283656,coder1,0,289,0
2242666939,coder1,0,290,0
2167149156,coder1,0,291,0
3065205042,coder1,0,292,0
2981423993,coder1,0,293,0
2895329550,coder1,0,294,0
2948136626,coder1,0,295,0
3023973499,coder1,0,296,0
3176443941,coder1,0,297,0
2138262084,coder1,1,298,0
3145241467,coder1,0,299,0
2863029457,coder1,0,300,0
3157958459,coder1,0,301,0
2151971976,coder1,1,302,0
3175381820,coder1,0,303,0
3193358042,coder1,0,304,0
3221817850,coder1,0,305,0
2100635393,coder1,0,306,0
3024604574,coder1,0,307,0
2116887853,coder1,0,308,0
2818431756,coder1,0,309,0
3026777667,coder1,0,310,0
3134961752,coder1,0,311,0
2864977009,coder1,0,312,0
2902050510,coder1,0,313,0
3157349435,coder1,0,314,0
3196277860,coder1,0,315,0
2798816802,coder1,0,316,0
3271730595,coder1,0,317,0
3102613464,coder1,1,318,0
3265744525,coder1,0,319,0
3241847397,coder1,0,320,0
2970715057,coder1,1,321,0
2207270581,coder1,0,322,0
2159718510,coder1,1,323,0
3246950577,coder1,0,324,0
3112431162,coder1,0,325,0
3126429251,coder1,0,326,0
3043697695,coder1,1,327,0
3029160088,coder1,0,328,0
3161413967,coder1,0,329,0
3219692351,coder1,0,330,0
3016960321,coder1,1,331,0
3210892176,coder1,0,332,0
2937817356,coder1,0,333,0
3090510705,coder1,0,334,0
3159464933,coder1,0,335,0
3066626961,coder1,1,336,0
3075262343,coder1,0,337,0
3102347523,coder1,0,338,0
2664582881,coder1,0,339,0
3271906532,coder1,0,340,0
2210760709,coder1,0,341,0
3219922210,coder1,0,342,0
3156952451,coder1,0,343,0
3092892072,coder1,0,344,0
3203032594,coder1,0,345,0
3140788127,coder1,0,346,0
3112919623,coder1,0,347,0
3145186294,coder1,0,348,0
3269831635,coder1,0,349,0
2981422543,coder1,0,350,0
3140941069,coder1,0,351,0
3125876679,coder1,0,352,0
3089551850,coder1,0,353,0
2224493816,coder1,1,354,0
3148628240,coder1,0,355,0
