comment_id,coder,human_label,order_index,in_overlap
2644360535,coder1,0,356,0
2118294302,coder1,0,357,0
2964363340,coder1,0,358,0
3231953757,coder1,0,359,0
3033872748,coder1,1,360,0
2937600069,coder1,0,361,0
3050185194,coder1,0,362,0
3261870350,coder1,0,363,0
3192047450,coder1,0,364,0
3136687618,coder1,1,365,0
2952264635,coder1,0,366,0
2767721324,coder1,0,367,0
2137740205,coder1,0,368,0
2964293240,coder1,1,369,0
2140478030,coder1,0,370,0
2165109943,coder1,0,371,0
3094622676,coder1,0,372,0
2930849488,coder1,0,373,0
3185657713,coder1,0,374,0
2892166026,coder1,1,375,0
3016803016,coder1,0,376,0
2143310013,coder1,0,377,0
3248106520,coder1,0,378,0
2984753880,coder1,1,379,0
3018869549,coder1,0,380,0
2969250576,coder1,0,381,0
2892773137,coder1,0,382,0
3122158697,coder1,0,383,0
3096347611,coder1,0,384,0
2927039592,coder1,0,385,0
3033029202,coder1,0,386,0
3031396228,coder1,1,387,0
3254612440,coder1,0,388,0
2978093858,coder1,0,389,0
3066751649,coder1,0,390,0
3134118203,coder1,0,391,0
2191951162,coder1,0,392,0
3105999248,coder1,0,393,0
2971646508,coder1,0,394,0
2107905231,coder1,1,395,0
3137763172,coder1,0,396,0
3038116778,coder1,0,397,0
3033217495,coder1,0,398,0
3211518568,coder1,0,399,0
3045767805,coder1,1,400,0
3106783488,coder1,0,401,0
3147257268,coder1,0,402,0
3154630091,coder1,0,403,0
3155362269,coder1,0,404,0
2970800608,coder1,0,405,0
2907454694,coder1,0,406,0
3199874174,coder1,0,407,0
2971380968,coder1,1,408,0
3088332858,coder1,0,409,0
2660505548,coder1,0,410,0
3138550449,coder1,0,411,0
2140931465,coder1,1,412,0
3133717452,coder1,0,413,0
3215598943,coder1,0,414,0
3215375260,coder1,0,415,0
2960946957,coder1,0,416,0
3128487034,coder1,0,417,0
3147839431,coder1,0,418,0
3086467688,coder1,0,419,0
2957874552,coder1,1,420,0
3013701309,coder1,0,421,0
2138864230,coder1,0,422,0
2944140368,coder1,0,423,0
3118998296,coder1,0,424,0
2957637594,coder1,0,425,0
2972042807,coder1,0,426,0
3045655472,coder1,0,427,0
2230869653,coder1,0,428,0
2134468885,coder1,1,429,0
3077094653,coder1,0,430,0
3179223984,coder1,0,431,0
3201126181,coder1,0,432,0
2219313476,coder1,0,433,0
2832815327,coder1,0,434,0
3123526095,coder1,0,435,0
2938471195,coder1,1,436,0
2956300199,coder1,1,437,0
2961872868,coder1,0,438,0
3258858919,coder1,0,439,0
3074963659,coder1,0,440,0
2907522286,coder1,0,441,0
3000713423,coder1,0,442,0
2975846496,coder1,0,443,0
3154846133,coder1,0,444,0
2892116466,coder1,0,445,0
3266660825,coder1,0,446,0
3108314064,coder1,1,447,0
2897639370,coder1,1,448,0
2799333962,coder1,0,449,0
2660856643,coder1,0,450,0
2917791657,coder1,0,451,0
2938063070,coder1,0,452,0
3071076995,coder1,0,453,0
2917769240,coder1,0,454,0
3070992394,coder1,0,455,0
2582524731,coder1,0,456,0
2906993955,coder1,0,457,0
2912459770,coder1,0,458,0
3024962964,coder1,1,459,0
3113175152,coder1,0,460,0
3206335904,coder1,0,461,0
2964863960,coder1,0,462,0
2918938330,coder1,1,463,0
2892560484,coder1,0,464,0
3081816409,coder1,0,465,0
2116923208,coder1,0,466,0
3111953293,coder1,0,467,0
3081239282,coder1,0,468,0
2204686897,coder1,0,469,0
3225979395,coder1,0,470,0
2992274042,coder1,0,471,0
3119517431,coder1,0,472,0
3106005690,coder1,0,473,0
3022302721,coder1,0,474,0
3058500161,coder1,0,475,0
3028500412,coder1,0,476,0
2124412801,coder1,1,477,0
3247208047,coder1,0,478,0
3163019712,coder1,0,479,0
3029842200,coder1,0,480,0
3059800558,coder1,0,481,0
3074548447,coder1,0,482,0
2915022795,coder1,0,483,0
3271282745,coder1,0,484,0
3198732250,coder1,0,485,0
2952135697,coder1,0,486,0
3213092067,coder1,0,487,0
3066696927,coder1,1,488,0
3080621090,coder1,0,489,0
2985757068,coder1,0,490,0
2900765541,coder1,0,491,0
3032604684,coder1,0,492,0
3037699695,coder1,1,493,0
3078032282,coder1,0,494,0
3155309516,coder1,0,495,0
2162305870,coder1,0,496,0
2726268074,coder1,0,497,0
3271253142,coder1,0,498,0
2962977807,coder1,0,499,0
3052719510,coder1,0,500,0
3100828737,coder1,0,501,0
3161317787,coder1,0,502,0
2968159813,coder1,0,503,0
3015942635,coder1,0,504,0
2942379386,coder1,0,505,0
3245932232,coder1,0,506,0
2933975980,coder1,0,507,0
2702911362,coder1,0,508,0
2828920937,coder1,0,509,0
3079356558,coder1,0,510,0
3079799346,coder1,0,511,0
3206444195,coder1,0,512,0
3144245470,coder1,1,513,0
2814132697,coder1,0,514,0
2977127803,coder1,0,515,0
2161668226,coder1,0,516,0
3105166704,coder1,0,517,0
3194014636,coder1,0,518,0
3189960764,coder1,0,519,0
2978154538,coder1,0,520,0
3072041221,coder1,0,521,0
2743663822,coder1,0,522,0
2982748403,coder1,0,523,0
3261849814,coder1,0,524,0
3225165547,coder1,0,525,0
2899275352,coder1,0,526,0
3017266300,coder1,0,527,0
2979015879,coder1,0,528,0
3074349005,coder1,0,529,0
3080349973,coder1,0,530,0
2726148076,coder1,0,531,0
3269343338,coder1,0,532,0
2204739817,coder1,0,533,0
3114327280,coder1,0,534,0
2938490521,coder1,0,535,0
